metric,labels,value,A,B,C
grpc_server_started_total,grpc_method=PostImageIntegration grpc_service=v1.ImageIntegrationService grpc_type=unary,34.00000000,a,b,c
grpc_server_started_total,grpc_method=PostNotifier grpc_service=v1.NotifierService grpc_type=unary,11.00000000,a,b,c
grpc_server_started_total,grpc_method=PostPermissionSet grpc_service=v1.RoleService grpc_type=unary,31.00000000,a,b,c
grpc_server_started_total,grpc_method=PostPolicy grpc_service=v1.PolicyService grpc_type=unary,148.00000000,a,b,c
grpc_server_started_total,grpc_method=PostPolicyCategory grpc_service=v1.PolicyCategoryService grpc_type=unary,1.00000000,a,b,c
grpc_server_started_total,grpc_method=PostSignatureIntegration grpc_service=v1.SignatureIntegrationService grpc_type=unary,6.00000000,a,b,c
grpc_server_started_total,grpc_method=PostSimpleAccessScope grpc_service=v1.RoleService grpc_type=unary,5.00000000,a,b,c
grpc_server_started_total,grpc_method=PutCluster grpc_service=v1.ClustersService grpc_type=unary,41.00000000,a,b,c
grpc_server_started_total,grpc_method=PutPolicy grpc_service=v1.PolicyService grpc_type=unary,104.00000000,a,b,c
grpc_server_started_total,grpc_method=ReassessPolicies grpc_service=v1.PolicyService grpc_type=unary,1.00000000,a,b,c
grpc_server_started_total,grpc_method=ResolveAlert grpc_service=v1.AlertService grpc_type=unary,10.00000000,a,b,c
grpc_server_started_total,grpc_method=RevokeInitBundle grpc_service=v1.ClusterInitService grpc_type=unary,1.00000000,a,b,c
grpc_server_started_total,grpc_method=RevokeToken grpc_service=v1.APITokenService grpc_type=unary,13.00000000,a,b,c
grpc_server_started_total,grpc_method=ScanImage grpc_service=v1.ImageService grpc_type=unary,29.00000000,a,b,c
grpc_server_started_total,grpc_method=ScanImageInternal grpc_service=v1.ImageService grpc_type=unary,192.00000000,a,b,c
grpc_server_started_total,grpc_method=Search grpc_service=v1.SearchService grpc_type=unary,29.00000000,a,b,c
grpc_server_started_total,grpc_method=SendNetworkPolicyYAML grpc_service=v1.NetworkPolicyService grpc_type=unary,3.00000000,a,b,c
grpc_server_started_total,grpc_method=SimulateNetworkGraph grpc_service=v1.NetworkPolicyService grpc_type=unary,10.00000000,a,b,c
grpc_server_started_total,grpc_method=TLSChallenge grpc_service=v1.MetadataService grpc_type=unary,2.00000000,a,b,c
grpc_server_started_total,grpc_method=TestImageIntegration grpc_service=v1.ImageIntegrationService grpc_type=unary,33.00000000,a,b,c
grpc_server_started_total,grpc_method=TestNotifier grpc_service=v1.NotifierService grpc_type=unary,13.00000000,a,b,c
grpc_server_started_total,grpc_method=TriggerRuns grpc_service=v1.ComplianceManagementService grpc_type=unary,13.00000000,a,b,c
grpc_server_started_total,grpc_method=TriggerSensorCertRotation grpc_service=v1.SensorUpgradeService grpc_type=unary,1.00000000,a,b,c
grpc_server_started_total,grpc_method=UpdateGroup grpc_service=v1.GroupService grpc_type=unary,2.00000000,a,b,c
grpc_server_started_total,grpc_method=UpdateProcessBaselines grpc_service=v1.ProcessBaselineService grpc_type=unary,2.00000000,a,b,c
grpc_server_started_total,grpc_method=UpgradeCheckInFromSensor grpc_service=central.SensorUpgradeControlService grpc_type=unary,3.00000000,a,b,c
grpc_server_started_total,grpc_method=UpgradeCheckInFromUpgrader grpc_service=central.SensorUpgradeControlService grpc_type=unary,9.00000000,a,b,c
http_incoming_in_flight_requests,path=/,0.00000000,a,b,c
http_incoming_in_flight_requests,path=/api/administration/usage/secured-units/csv,0.00000000,a,b,c
http_incoming_in_flight_requests,path=/api/cli/download/,0.00000000,a,b,c
http_incoming_in_flight_requests,path=/api/compliance/export/csv,0.00000000,a,b,c
http_incoming_in_flight_requests,path=/api/docs/swagger,0.00000000,a,b,c
http_incoming_in_flight_requests,path=/api/docs/v2/swagger,0.00000000,a,b,c
http_incoming_in_flight_requests,path=/api/export/csv/cluster/cve,0.00000000,a,b,c
http_incoming_in_flight_requests,path=/api/export/csv/image/cve,0.00000000,a,b,c
http_incoming_in_flight_requests,path=/api/export/csv/node/cve,0.00000000,a,b,c
http_incoming_in_flight_requests,path=/api/extensions/backup,0.00000000,a,b,c
http_incoming_in_flight_requests,path=/api/extensions/certgen/central,0.00000000,a,b,c
http_incoming_in_flight_requests,path=/api/extensions/certgen/centraldb,0.00000000,a,b,c
http_incoming_in_flight_requests,path=/api/extensions/certgen/cluster,0.00000000,a,b,c
http_incoming_in_flight_requests,path=/api/extensions/certgen/scanner,0.00000000,a,b,c
http_incoming_in_flight_requests,path=/api/extensions/certs/backup,0.00000000,a,b,c
http_incoming_in_flight_requests,path=/api/extensions/clusters/helm-config.yaml,0.00000000,a,b,c
http_incoming_in_flight_requests,path=/api/extensions/clusters/zip,0.00000000,a,b,c
http_incoming_in_flight_requests,path=/api/extensions/diagnostics,1.00000000,a,b,c
http_incoming_in_flight_requests,path=/api/extensions/helm-charts/,0.00000000,a,b,c
http_incoming_in_flight_requests,path=/api/extensions/probeupload,0.00000000,a,b,c
http_incoming_in_flight_requests,path=/api/extensions/scanner/zip,0.00000000,a,b,c
http_incoming_in_flight_requests,path=/api/extensions/scannerdefinitions,0.00000000,a,b,c
http_incoming_in_flight_requests,path=/api/graphql,0.00000000,a,b,c
http_incoming_in_flight_requests,path=/api/logimbue,0.00000000,a,b,c
http_incoming_in_flight_requests,path=/api/reports/jobs/download,0.00000000,a,b,c
http_incoming_in_flight_requests,path=/api/risk/timeline/export/csv,0.00000000,a,b,c
http_incoming_in_flight_requests,path=/api/splunk/ta/compliance,0.00000000,a,b,c
http_incoming_in_flight_requests,path=/api/splunk/ta/violations,0.00000000,a,b,c
http_incoming_in_flight_requests,path=/api/splunk/ta/vulnmgmt,0.00000000,a,b,c
http_incoming_in_flight_requests,path=/api/vm/export/csv,0.00000000,a,b,c
http_incoming_in_flight_requests,path=/db/backup,0.00000000,a,b,c
http_incoming_in_flight_requests,path=/db/v2/restore,0.00000000,a,b,c
http_incoming_in_flight_requests,path=/db/v2/resumerestore,0.00000000,a,b,c
http_incoming_in_flight_requests,path=/debug/block,0.00000000,a,b,c
http_incoming_in_flight_requests,path=/debug/dump,0.00000000,a,b,c
http_incoming_in_flight_requests,path=/debug/goroutine,0.00000000,a,b,c
http_incoming_in_flight_requests,path=/debug/heap,0.00000000,a,b,c
http_incoming_in_flight_requests,path=/debug/mutex,0.00000000,a,b,c
http_incoming_in_flight_requests,path=/debug/pprof,0.00000000,a,b,c
http_incoming_in_flight_requests,path=/debug/pprof/cmdline,0.00000000,a,b,c
http_incoming_in_flight_requests,path=/debug/pprof/profile,0.00000000,a,b,c
http_incoming_in_flight_requests,path=/debug/pprof/symbol,0.00000000,a,b,c
http_incoming_in_flight_requests,path=/debug/pprof/trace,0.00000000,a,b,c
http_incoming_in_flight_requests,path=/debug/threadcreate,0.00000000,a,b,c
http_incoming_in_flight_requests,path=/debug/versions.json,0.00000000,a,b,c
http_incoming_in_flight_requests,path=/kernel-objects/,0.00000000,a,b,c
http_incoming_in_flight_requests,path=/sso/,0.00000000,a,b,c
http_incoming_in_flight_requests,path=/v1/,0.00000000,a,b,c
http_incoming_in_flight_requests,path=/v2/,0.00000000,a,b,c
http_incoming_request_duration_histogram_seconds,code=200 method=get path=/api/extensions/scannerdefinitions,0.06543744,a,b,c
http_incoming_request_duration_histogram_seconds,code=200 method=get path=/v1/,0.00103171,a,b,c
http_incoming_request_duration_histogram_seconds,code=200 method=post path=/api/graphql,0.01724447,a,b,c
http_incoming_request_duration_histogram_seconds,code=304 method=get path=/api/extensions/scannerdefinitions,0.00277543,a,b,c
http_incoming_request_size_histogram_bytes,code=200 method=get path=/api/extensions/scannerdefinitions,181.00000000,a,b,c
http_incoming_request_size_histogram_bytes,code=200 method=get path=/v1/,69.32839506,a,b,c
http_incoming_request_size_histogram_bytes,code=200 method=post path=/api/graphql,785.41428571,a,b,c
http_incoming_request_size_histogram_bytes,code=304 method=get path=/api/extensions/scannerdefinitions,181.00000000,a,b,c
http_incoming_requests_total,code=200 method=get path=/api/export/csv/image/cve,3.00000000,a,b,c
http_incoming_requests_total,code=200 method=get path=/api/extensions/diagnostics,2.00000000,a,b,c
http_incoming_requests_total,code=200 method=get path=/api/extensions/scannerdefinitions,6.00000000,a,b,c
http_incoming_requests_total,code=200 method=get path=/debug/dump,1.00000000,a,b,c
http_incoming_requests_total,code=200 method=get path=/v1/,405.00000000,a,b,c
http_incoming_requests_total,code=200 method=post path=/api/compliance/export/csv,1.00000000,a,b,c
http_incoming_requests_total,code=200 method=post path=/api/extensions/certgen/central,1.00000000,a,b,c
http_incoming_requests_total,code=200 method=post path=/api/extensions/certgen/cluster,1.00000000,a,b,c
http_incoming_requests_total,code=200 method=post path=/api/extensions/certgen/scanner,1.00000000,a,b,c
http_incoming_requests_total,code=200 method=post path=/api/extensions/clusters/zip,2.00000000,a,b,c
http_incoming_requests_total,code=200 method=post path=/api/graphql,70.00000000,a,b,c
http_incoming_requests_total,code=200 method=post path=/v1/,1.00000000,a,b,c
http_incoming_requests_total,code=303 method=get path=/sso/,4.00000000,a,b,c
http_incoming_requests_total,code=304 method=get path=/api/extensions/scannerdefinitions,12.00000000,a,b,c
http_incoming_requests_total,code=401 method=get path=/api/extensions/diagnostics,1.00000000,a,b,c
http_incoming_requests_total,code=401 method=post path=/api/graphql,1.00000000,a,b,c
http_incoming_requests_total,code=403 method=get path=/api/extensions/diagnostics,1.00000000,a,b,c
http_incoming_requests_total,code=403 method=post path=/v1/,1.00000000,a,b,c
http_incoming_response_size_histogram_bytes,code=200 method=get path=/api/extensions/scannerdefinitions,10359779.00000000,a,b,c
http_incoming_response_size_histogram_bytes,code=200 method=get path=/v1/,27.42222222,a,b,c
http_incoming_response_size_histogram_bytes,code=200 method=post path=/api/graphql,1291.90000000,a,b,c
http_incoming_response_size_histogram_bytes,code=304 method=get path=/api/extensions/scannerdefinitions,0.00000000,a,b,c
image_upsert_deduper,status=deduped,1689.00000000,a,b,c
image_upsert_deduper,status=passed,146.00000000,a,b,c
info,branding=RHACS build=internal central_id=59137597-0c84-4a45-bfb1-e9ae12b38ca3 central_version=4.4.x-408-gcce8223eaa hosting=self-managed install_method=manifest,1.00000000,a,b,c
k8s_event_processing_duration,Action=CREATE_RESOURCE Dispatcher=v1.Deployment Resource=Deployment,21.47674419,a,b,c
k8s_event_processing_duration,Action=CREATE_RESOURCE Dispatcher=v1.Namespace Resource=Namespace,10.28571429,a,b,c
k8s_event_processing_duration,Action=CREATE_RESOURCE Dispatcher=v1.NetworkPolicy Resource=NetworkPolicy,4.86147186,a,b,c
k8s_event_processing_duration,Action=CREATE_RESOURCE Dispatcher=v1.Pod Resource=Pod,14.06280193,a,b,c
k8s_event_processing_duration,Action=CREATE_RESOURCE Dispatcher=v1.Secret Resource=ImageIntegration,22.87500000,a,b,c
k8s_event_processing_duration,Action=CREATE_RESOURCE Dispatcher=v1.Secret Resource=Secret,13.98734177,a,b,c
k8s_event_processing_duration,Action=CREATE_RESOURCE Dispatcher=v1.ServiceAccount Resource=ServiceAccount,3.00000000,a,b,c
k8s_event_processing_duration,Action=REMOVE_RESOURCE Dispatcher=v1.Deployment Resource=Deployment,12.66666667,a,b,c
k8s_event_processing_duration,Action=REMOVE_RESOURCE Dispatcher=v1.Namespace Resource=Namespace,1.00000000,a,b,c
k8s_event_processing_duration,Action=REMOVE_RESOURCE Dispatcher=v1.NetworkPolicy Resource=NetworkPolicy,9.88321168,a,b,c
k8s_event_processing_duration,Action=REMOVE_RESOURCE Dispatcher=v1.Pod Resource=Pod,6.97101449,a,b,c
k8s_event_processing_duration,Action=REMOVE_RESOURCE Dispatcher=v1.Secret Resource=ImageIntegration,4.77777778,a,b,c
k8s_event_processing_duration,Action=REMOVE_RESOURCE Dispatcher=v1.Secret Resource=Secret,4.63013699,a,b,c
k8s_event_processing_duration,Action=REMOVE_RESOURCE Dispatcher=v1.ServiceAccount Resource=ServiceAccount,0.44444444,a,b,c
k8s_event_processing_duration,Action=SYNC_RESOURCE Dispatcher=v1.ClusterRole Resource=Role,1917.43362832,a,b,c
k8s_event_processing_duration,Action=SYNC_RESOURCE Dispatcher=v1.ClusterRoleBinding Resource=Binding,2152.97087379,a,b,c
k8s_event_processing_duration,Action=SYNC_RESOURCE Dispatcher=v1.DaemonSet Resource=Deployment,1276.57142857,a,b,c
k8s_event_processing_duration,Action=SYNC_RESOURCE Dispatcher=v1.Deployment Resource=Deployment,869.44444444,a,b,c
k8s_event_processing_duration,Action=SYNC_RESOURCE Dispatcher=v1.Namespace Resource=Namespace,1186.28571429,a,b,c
k8s_event_processing_duration,Action=SYNC_RESOURCE Dispatcher=v1.NetworkPolicy Resource=NetworkPolicy,1139.00000000,a,b,c
k8s_event_processing_duration,Action=SYNC_RESOURCE Dispatcher=v1.Pod Resource=Pod,184.75925926,a,b,c
k8s_event_processing_duration,Action=SYNC_RESOURCE Dispatcher=v1.Role Resource=Role,2009.92592593,a,b,c
k8s_event_processing_duration,Action=SYNC_RESOURCE Dispatcher=v1.RoleBinding Resource=Binding,1611.00000000,a,b,c
k8s_event_processing_duration,Action=SYNC_RESOURCE Dispatcher=v1.Secret Resource=Secret,1479.95000000,a,b,c
k8s_event_processing_duration,Action=SYNC_RESOURCE Dispatcher=v1.ServiceAccount Resource=ServiceAccount,1401.58064516,a,b,c
k8s_event_processing_duration,Action=UPDATE_RESOURCE Dispatcher=v1.DaemonSet Resource=Deployment,4.11111111,a,b,c
k8s_event_processing_duration,Action=UPDATE_RESOURCE Dispatcher=v1.Deployment Resource=Deployment,18.02631579,a,b,c
k8s_event_processing_duration,Action=UPDATE_RESOURCE Dispatcher=v1.Pod Resource=Deployment,16.18333333,a,b,c
k8s_event_processing_duration,Action=UPDATE_RESOURCE Dispatcher=v1.Pod Resource=Pod,8.63607925,a,b,c
k8s_event_processing_duration,Action=UPDATE_RESOURCE Dispatcher=v1.Secret Resource=Secret,1.00000000,a,b,c
k8s_event_processing_duration,Action=UPDATE_RESOURCE Dispatcher=v1.Service Resource=Deployment,6.97297297,a,b,c
k8s_event_processing_duration,Action=UPDATE_RESOURCE Dispatcher=v1.ServiceAccount Resource=ServiceAccount,2.33333333,a,b,c
metadata_cache_hits,,23.00000000,a,b,c
metadata_cache_misses,,156.00000000,a,b,c
node_scan_duration,Error=false Scanner=,4.82624893,a,b,c
node_scan_num_components,ClusterName=remote NodeName=gke-rox-ci-qa-e2e-test-1-default-pool-3103934f-9wh3,0.00000000,a,b,c
node_scan_num_components,ClusterName=remote NodeName=gke-rox-ci-qa-e2e-test-1-default-pool-3103934f-c2v3,0.00000000,a,b,c
node_scan_num_components,ClusterName=remote NodeName=gke-rox-ci-qa-e2e-test-1-default-pool-3103934f-xcn7,0.00000000,a,b,c
orphaned_plop_total,ClusterID=d0526792-67ad-448c-adf6-9a5ca731644e,67.00000000,a,b,c
postgres_acquire_conn_op_duration,Operation=Get Type=Config,4.65047110,a,b,c
postgres_acquire_conn_op_duration,Operation=Get Type=DelegatedRegistryConfig,0.02734634,a,b,c
postgres_acquire_conn_op_duration,Operation=Get Type=Image,0.10045416,a,b,c
postgres_acquire_conn_op_duration,Operation=Get Type=InstallationInfo,0.00940780,a,b,c
postgres_acquire_conn_op_duration,Operation=Get Type=NetworkFlow,0.50079422,a,b,c
postgres_acquire_conn_op_duration,Operation=Get Type=Node,0.34400790,a,b,c
postgres_acquire_conn_op_duration,Operation=Get Type=NodeMetadata,31.06367076,a,b,c
postgres_acquire_conn_op_duration,Operation=GetMany Type=Image,0.04588933,a,b,c
postgres_acquire_conn_op_duration,Operation=GetMany Type=Node,0.00509475,a,b,c
postgres_acquire_conn_op_duration,Operation=Remove Type=Image,0.00510957,a,b,c
postgres_acquire_conn_op_duration,Operation=RemoveFlowsByDeployment Type=NetworkFlow,0.00805658,a,b,c
postgres_acquire_conn_op_duration,Operation=UpdateMany Type=ClusterCVE,0.45763772,a,b,c
postgres_acquire_conn_op_duration,Operation=Upsert Type=ActiveComponent,0.00476589,a,b,c
postgres_acquire_conn_op_duration,Operation=Upsert Type=AdministrationEvent,0.00469281,a,b,c
postgres_acquire_conn_op_duration,Operation=Upsert Type=Alert,0.00917245,a,b,c
postgres_acquire_conn_op_duration,Operation=Upsert Type=AuthProvider,0.00381452,a,b,c
postgres_acquire_conn_op_duration,Operation=Upsert Type=Cluster,0.04169157,a,b,c
postgres_acquire_conn_op_duration,Operation=Upsert Type=ClusterHealthStatus,0.00500824,a,b,c
postgres_acquire_conn_op_duration,Operation=Upsert Type=ComplianceDomain,0.00656579,a,b,c
postgres_acquire_conn_op_duration,Operation=Upsert Type=ComplianceIntegration,0.00490884,a,b,c
postgres_acquire_conn_op_duration,Operation=Upsert Type=ComplianceRunMetadata,0.00828213,a,b,c
postgres_acquire_conn_op_duration,Operation=Upsert Type=ComplianceRunResults,0.00349660,a,b,c
postgres_acquire_conn_op_duration,Operation=Upsert Type=ComplianceStrings,0.00500297,a,b,c
postgres_acquire_conn_op_duration,Operation=Upsert Type=DeclarativeConfigHealth,0.01313516,a,b,c
postgres_acquire_conn_op_duration,Operation=Upsert Type=Deployment,13.20631170,a,b,c
postgres_acquire_conn_op_duration,Operation=Upsert Type=DiscoveredCluster,0.01909157,a,b,c
postgres_acquire_conn_op_duration,Operation=Upsert Type=Group,0.00365255,a,b,c
postgres_acquire_conn_op_duration,Operation=Upsert Type=Hash,0.03768368,a,b,c
postgres_acquire_conn_op_duration,Operation=Upsert Type=ImageIntegration,0.17626365,a,b,c
postgres_acquire_conn_op_duration,Operation=Upsert Type=IntegrationHealth,0.09491574,a,b,c
postgres_acquire_conn_op_duration,Operation=Upsert Type=K8SRole,54.46845267,a,b,c
postgres_acquire_conn_op_duration,Operation=Upsert Type=K8SRoleBinding,87.72358920,a,b,c
postgres_acquire_conn_op_duration,Operation=Upsert Type=NamespaceMetadata,2.18023035,a,b,c
postgres_acquire_conn_op_duration,Operation=Upsert Type=NetworkBaseline,0.00311330,a,b,c
postgres_acquire_conn_op_duration,Operation=Upsert Type=NetworkEntity,0.00307880,a,b,c
postgres_acquire_conn_op_duration,Operation=Upsert Type=NetworkPolicy,13.85431525,a,b,c
postgres_acquire_conn_op_duration,Operation=Upsert Type=NetworkPolicyApplicationUndoRecord,0.00495030,a,b,c
postgres_acquire_conn_op_duration,Operation=Upsert Type=Node,0.69732281,a,b,c
postgres_acquire_conn_op_duration,Operation=Upsert Type=Notifier,0.00413894,a,b,c
postgres_acquire_conn_op_duration,Operation=Upsert Type=PermissionSet,0.00508198,a,b,c
postgres_acquire_conn_op_duration,Operation=Upsert Type=Pod,0.92947730,a,b,c
postgres_acquire_conn_op_duration,Operation=Upsert Type=Policy,0.00451809,a,b,c
postgres_acquire_conn_op_duration,Operation=Upsert Type=PolicyCategory,0.00379174,a,b,c
postgres_acquire_conn_op_duration,Operation=Upsert Type=PolicyCategoryEdge,0.00575829,a,b,c
postgres_acquire_conn_op_duration,Operation=Upsert Type=ProcessBaseline,0.00419225,a,b,c
postgres_acquire_conn_op_duration,Operation=Upsert Type=ProcessBaselineResults,0.00677749,a,b,c
postgres_acquire_conn_op_duration,Operation=Upsert Type=ProcessIndicator,0.31211824,a,b,c
postgres_acquire_conn_op_duration,Operation=Upsert Type=ProcessListeningOnPortStorage,0.01745734,a,b,c
postgres_acquire_conn_op_duration,Operation=Upsert Type=Risk,0.01136566,a,b,c
postgres_acquire_conn_op_duration,Operation=Upsert Type=Role,0.00402598,a,b,c
postgres_acquire_conn_op_duration,Operation=Upsert Type=Secret,70.62987266,a,b,c
postgres_acquire_conn_op_duration,Operation=Upsert Type=ServiceAccount,18.78720744,a,b,c
postgres_acquire_conn_op_duration,Operation=Upsert Type=ServiceIdentity,0.01187756,a,b,c
postgres_acquire_conn_op_duration,Operation=Upsert Type=SignatureIntegration,0.00890600,a,b,c
postgres_acquire_conn_op_duration,Operation=Upsert Type=SimpleAccessScope,0.00408980,a,b,c
postgres_acquire_conn_op_duration,Operation=Upsert Type=TokenMetadata,0.01465935,a,b,c
postgres_available_size_bytes,,25236873216.00000000,a,b,c
postgres_connected,,1.00000000,a,b,c
postgres_db_size_bytes,database=central_active,70365743.00000000,a,b,c
postgres_db_size_bytes,database=postgres,8294959.00000000,a,b,c
postgres_db_size_bytes,database=template0,7938563.00000000,a,b,c
postgres_db_size_bytes,database=template1,7938563.00000000,a,b,c
postgres_maximum_db_connections,,200.00000000,a,b,c
postgres_op_duration,Operation=Count Type=Alert,1.72198875,a,b,c
postgres_op_duration,Operation=Count Type=Deployment,0.91853502,a,b,c
postgres_op_duration,Operation=Count Type=Image,1.37709043,a,b,c
postgres_op_duration,Operation=Count Type=ImageCVE,1.50044936,a,b,c
postgres_op_duration,Operation=Count Type=ImageComponent,2.24971361,a,b,c
postgres_op_duration,Operation=Count Type=NetworkPolicy,0.48310900,a,b,c
postgres_op_duration,Operation=Count Type=Secret,0.50462937,a,b,c
postgres_op_duration,Operation=Exists Type=AuthProvider,1.07300978,a,b,c
postgres_op_duration,Operation=Exists Type=Notifier,0.89883627,a,b,c
postgres_op_duration,Operation=Get Type=Alert,0.75376759,a,b,c
postgres_op_duration,Operation=Get Type=AuthProvider,0.56128803,a,b,c
postgres_op_duration,Operation=Get Type=Blob,1.14297025,a,b,c
postgres_op_duration,Operation=Get Type=ClusterHealthStatus,0.94218081,a,b,c
postgres_op_duration,Operation=Get Type=ComplianceConfig,0.67800013,a,b,c
postgres_op_duration,Operation=Get Type=ComplianceRunMetadata,0.66515680,a,b,c
postgres_op_duration,Operation=Get Type=ComplianceRunResults,0.90541312,a,b,c
postgres_op_duration,Operation=Get Type=ComplianceStrings,0.72365335,a,b,c
postgres_op_duration,Operation=Get Type=Config,9.84494362,a,b,c
postgres_op_duration,Operation=Get Type=DeclarativeConfigHealth,0.58854601,a,b,c
postgres_op_duration,Operation=Get Type=DelegatedRegistryConfig,0.72062820,a,b,c
postgres_op_duration,Operation=Get Type=Group,0.63715032,a,b,c
postgres_op_duration,Operation=Get Type=Image,4.92137784,a,b,c
postgres_op_duration,Operation=Get Type=ImageComponents,0.68534994,a,b,c
postgres_op_duration,Operation=Get Type=ImageIntegration,0.95483067,a,b,c
postgres_op_duration,Operation=Get Type=ImageMetadata,0.55422897,a,b,c
postgres_op_duration,Operation=Get Type=InstallationInfo,0.83521500,a,b,c
postgres_op_duration,Operation=Get Type=IntegrationHealth,1.22335577,a,b,c
postgres_op_duration,Operation=Get Type=K8SRole,0.53115376,a,b,c
postgres_op_duration,Operation=Get Type=NetworkBaseline,1.19015432,a,b,c
postgres_op_duration,Operation=Get Type=NetworkEntity,0.40029708,a,b,c
postgres_op_duration,Operation=Get Type=NetworkGraphConfig,0.65436900,a,b,c
postgres_op_duration,Operation=Get Type=NetworkPolicy,0.89852153,a,b,c
postgres_op_duration,Operation=Get Type=NetworkPolicyApplicationUndoRecord,1.59061613,a,b,c
postgres_op_duration,Operation=Get Type=Node,4.17791382,a,b,c
postgres_op_duration,Operation=Get Type=NodeMetadata,32.62387222,a,b,c
postgres_op_duration,Operation=Get Type=Notifier,0.68428326,a,b,c
postgres_op_duration,Operation=Get Type=PermissionSet,0.67134234,a,b,c
postgres_op_duration,Operation=Get Type=Policy,0.71615218,a,b,c
postgres_op_duration,Operation=Get Type=PolicyCategory,0.43161547,a,b,c
postgres_op_duration,Operation=Get Type=ProcessBaselineResults,0.91316700,a,b,c
postgres_op_duration,Operation=Get Type=Risk,1.23343458,a,b,c
postgres_op_duration,Operation=Get Type=Role,0.90066156,a,b,c
postgres_op_duration,Operation=Get Type=Secret,0.96006026,a,b,c
postgres_op_duration,Operation=Get Type=ServiceAccount,0.55956223,a,b,c
postgres_op_duration,Operation=Get Type=SignatureIntegration,0.78286721,a,b,c
postgres_op_duration,Operation=Get Type=SimpleAccessScope,0.56402305,a,b,c
postgres_op_duration,Operation=Get Type=TokenMetadata,0.73445185,a,b,c
postgres_op_duration,Operation=GetAll Type=AuthProvider,1.64608916,a,b,c
postgres_op_duration,Operation=GetAll Type=ImageIntegration,2.58318238,a,b,c
postgres_op_duration,Operation=GetAll Type=Notifier,3.22717630,a,b,c
postgres_op_duration,Operation=GetAll Type=Policy,3.96639440,a,b,c
postgres_op_duration,Operation=GetByQuery Type=Alert,1.70026258,a,b,c
postgres_op_duration,Operation=GetByQuery Type=ComplianceIntegration,3.18145296,a,b,c
postgres_op_duration,Operation=GetByQuery Type=NetworkPolicy,1.45898579,a,b,c
postgres_op_duration,Operation=GetByQuery Type=ProcessIndicator,0.99464568,a,b,c
postgres_op_duration,Operation=GetByQuery Type=ProcessListeningOnPortStorage,1.40495636,a,b,c
postgres_op_duration,Operation=GetFlowsForDeployment Type=NetworkFlow,1.22627823,a,b,c
postgres_op_duration,Operation=GetMany Type=ActiveComponent,0.09954912,a,b,c
postgres_op_duration,Operation=GetMany Type=AdministrationEvent,2.78565367,a,b,c
postgres_op_duration,Operation=GetMany Type=Alert,0.84584592,a,b,c
postgres_op_duration,Operation=GetMany Type=CVE,0.75927800,a,b,c
postgres_op_duration,Operation=GetMany Type=ClusterCVEEdgeIDs,1.88806044,a,b,c
postgres_op_duration,Operation=GetMany Type=ClusterHealthStatus,0.78361167,a,b,c
postgres_op_duration,Operation=GetMany Type=ComplianceRunMetadata,0.46524615,a,b,c
postgres_op_duration,Operation=GetMany Type=Image,10.40896376,a,b,c
postgres_op_duration,Operation=GetMany Type=ImageCVE,4.40798615,a,b,c
postgres_op_duration,Operation=GetMany Type=ImageCVEEdges,0.70471354,a,b,c
postgres_op_duration,Operation=GetMany Type=ImageCVEs,0.80776715,a,b,c
postgres_op_duration,Operation=GetMany Type=ImageComponent,2.77737322,a,b,c
postgres_op_duration,Operation=GetMany Type=ImageComponentCVEEdges,0.82396579,a,b,c
postgres_op_duration,Operation=GetMany Type=ImageComponentEdges,0.54024182,a,b,c
postgres_op_duration,Operation=GetMany Type=K8SRole,1.78944574,a,b,c
postgres_op_duration,Operation=GetMany Type=K8SRoleBinding,0.09702444,a,b,c
postgres_op_duration,Operation=GetMany Type=NetworkFlow,2.29816812,a,b,c
postgres_op_duration,Operation=GetMany Type=Node,1.91414174,a,b,c
postgres_op_duration,Operation=GetMany Type=NodeCVEs,0.63207215,a,b,c
postgres_op_duration,Operation=GetMany Type=NodeComponent,0.60123110,a,b,c
postgres_op_duration,Operation=GetMany Type=NodeComponentCVERelations,0.45433771,a,b,c
postgres_op_duration,Operation=GetMany Type=NodeComponentEdge,0.59237207,a,b,c
postgres_op_duration,Operation=GetMany Type=PolicyCategory,0.19026830,a,b,c
postgres_op_duration,Operation=GetMany Type=PolicyCategoryEdge,0.21730991,a,b,c
postgres_op_duration,Operation=GetMany Type=ProcessIndicator,2.00011327,a,b,c
postgres_op_duration,Operation=GetMany Type=Secret,0.37172250,a,b,c
postgres_op_duration,Operation=GetMany Type=ServiceAccount,0.39970537,a,b,c
postgres_op_duration,Operation=GetProcessListeningOnPort Type=ProcessListeningOnPortStorage,0.85957409,a,b,c
postgres_op_duration,Operation=Remove Type=AuthProvider,1.56125109,a,b,c
