metric,labels,value,A,B,C
sensor_event_duration,Action=CREATE_RESOURCE Type=NetworkPolicy,3.52197371,a,b,c
sensor_event_duration,Action=CREATE_RESOURCE Type=Pod,3.47712463,a,b,c
sensor_event_duration,Action=CREATE_RESOURCE Type=ProcessIndicator,0.04088683,a,b,c
sensor_event_duration,Action=CREATE_RESOURCE Type=Role,3.18404550,a,b,c
sensor_event_duration,Action=CREATE_RESOURCE Type=Secret,3.25327999,a,b,c
sensor_event_duration,Action=CREATE_RESOURCE Type=ServiceAccount,8.93853621,a,b,c
sensor_event_duration,Action=REMOVE_RESOURCE Type=AlertResults,13.20404182,a,b,c
sensor_event_duration,Action=REMOVE_RESOURCE Type=Deployment,20.26427614,a,b,c
sensor_event_duration,Action=REMOVE_RESOURCE Type=ImageIntegration,77.53955522,a,b,c
sensor_event_duration,Action=REMOVE_RESOURCE Type=Namespace,3.90005046,a,b,c
sensor_event_duration,Action=REMOVE_RESOURCE Type=NetworkPolicy,3.37824758,a,b,c
sensor_event_duration,Action=REMOVE_RESOURCE Type=Pod,8.04137860,a,b,c
sensor_event_duration,Action=REMOVE_RESOURCE Type=Role,2.52911117,a,b,c
sensor_event_duration,Action=REMOVE_RESOURCE Type=Secret,2.79372927,a,b,c
sensor_event_duration,Action=REMOVE_RESOURCE Type=ServiceAccount,3.39130583,a,b,c
sensor_event_duration,Action=SYNC_RESOURCE Type=AlertResults,21.82147939,a,b,c
sensor_event_duration,Action=SYNC_RESOURCE Type=Binding,159.98789966,a,b,c
sensor_event_duration,Action=SYNC_RESOURCE Type=Deployment,406.81477810,a,b,c
sensor_event_duration,Action=SYNC_RESOURCE Type=Namespace,78.61295957,a,b,c
sensor_event_duration,Action=SYNC_RESOURCE Type=NetworkPolicy,671.24603629,a,b,c
sensor_event_duration,Action=SYNC_RESOURCE Type=Pod,89.97019069,a,b,c
sensor_event_duration,Action=SYNC_RESOURCE Type=Role,117.41322384,a,b,c
sensor_event_duration,Action=SYNC_RESOURCE Type=Secret,533.34505030,a,b,c
sensor_event_duration,Action=SYNC_RESOURCE Type=ServiceAccount,111.14436985,a,b,c
sensor_event_duration,Action=UNSET_ACTION_RESOURCE Type=AlertResults,7.03003274,a,b,c
sensor_event_duration,Action=UNSET_ACTION_RESOURCE Type=ClusterHealthInfo,2.94770251,a,b,c
sensor_event_duration,Action=UNSET_ACTION_RESOURCE Type=ClusterMetrics,0.06766007,a,b,c
sensor_event_duration,Action=UNSET_ACTION_RESOURCE Type=ComplianceOperatorInfo,5.81950207,a,b,c
sensor_event_duration,Action=UNSET_ACTION_RESOURCE Type=NetworkFlow,5.49916202,a,b,c
sensor_event_duration,Action=UNSET_ACTION_RESOURCE Type=ProcessListeningOnPortUpdate,6.83205693,a,b,c
sensor_event_duration,Action=UNSET_ACTION_RESOURCE Type=ReprocessDeployment,19.22024299,a,b,c
sensor_event_duration,Action=UPDATE_RESOURCE Type=AlertResults,7.96051192,a,b,c
sensor_event_duration,Action=UPDATE_RESOURCE Type=Deployment,8.09513201,a,b,c
sensor_event_duration,Action=UPDATE_RESOURCE Type=Pod,3.81044529,a,b,c
sensor_event_duration,Action=UPDATE_RESOURCE Type=Secret,2.82134829,a,b,c
sensor_event_duration,Action=UPDATE_RESOURCE Type=ServiceAccount,3.37545667,a,b,c
sensor_event_queue,Operation=Add Type=AlertResults,2042.00000000,a,b,c
sensor_event_queue,Operation=Add Type=Binding,143.00000000,a,b,c
sensor_event_queue,Operation=Add Type=ClusterHealthInfo,121.00000000,a,b,c
sensor_event_queue,Operation=Add Type=ClusterMetrics,14.00000000,a,b,c
sensor_event_queue,Operation=Add Type=ClusterStatusUpdate,4.00000000,a,b,c
sensor_event_queue,Operation=Add Type=ComplianceOperatorInfo,246.00000000,a,b,c
sensor_event_queue,Operation=Add Type=Deployment,1427.00000000,a,b,c
sensor_event_queue,Operation=Add Type=DeploymentEnhancementResponse,3.00000000,a,b,c
sensor_event_queue,Operation=Add Type=Event,8015.00000000,a,b,c
sensor_event_queue,Operation=Add Type=ImageIntegration,70.00000000,a,b,c
sensor_event_queue,Operation=Add Type=Namespace,36.00000000,a,b,c
sensor_event_queue,Operation=Add Type=NetworkFlowUpdate,118.00000000,a,b,c
sensor_event_queue,Operation=Add Type=NetworkPoliciesResponse,10.00000000,a,b,c
sensor_event_queue,Operation=Add Type=NetworkPolicy,375.00000000,a,b,c
sensor_event_queue,Operation=Add Type=Node,3.00000000,a,b,c
sensor_event_queue,Operation=Add Type=Pod,1427.00000000,a,b,c
sensor_event_queue,Operation=Add Type=ProcessIndicator,2019.00000000,a,b,c
sensor_event_queue,Operation=Add Type=ProcessListeningOnPortUpdate,44.00000000,a,b,c
sensor_event_queue,Operation=Add Type=Role,152.00000000,a,b,c
sensor_event_queue,Operation=Add Type=ScrapeUpdate,72.00000000,a,b,c
sensor_event_queue,Operation=Add Type=Secret,179.00000000,a,b,c
sensor_event_queue,Operation=Add Type=ServiceAccount,123.00000000,a,b,c
sensor_event_queue,Operation=Add Type=TelemetryDataResponse,174.00000000,a,b,c
sensor_event_queue,Operation=Dedupe Type=Deployment,5.00000000,a,b,c
sensor_event_queue,Operation=Dedupe Type=Pod,10.00000000,a,b,c
sensor_event_queue,Operation=Remove Type=AlertResults,2042.00000000,a,b,c
sensor_event_queue,Operation=Remove Type=Binding,143.00000000,a,b,c
sensor_event_queue,Operation=Remove Type=ClusterHealthInfo,121.00000000,a,b,c
sensor_event_queue,Operation=Remove Type=ClusterMetrics,14.00000000,a,b,c
sensor_event_queue,Operation=Remove Type=ClusterStatusUpdate,4.00000000,a,b,c
sensor_event_queue,Operation=Remove Type=ComplianceOperatorInfo,246.00000000,a,b,c
sensor_event_queue,Operation=Remove Type=Deployment,1427.00000000,a,b,c
sensor_event_queue,Operation=Remove Type=DeploymentEnhancementResponse,3.00000000,a,b,c
sensor_event_queue,Operation=Remove Type=Event,8015.00000000,a,b,c
sensor_event_queue,Operation=Remove Type=ImageIntegration,70.00000000,a,b,c
sensor_event_queue,Operation=Remove Type=Namespace,36.00000000,a,b,c
sensor_event_queue,Operation=Remove Type=NetworkFlowUpdate,118.00000000,a,b,c
sensor_event_queue,Operation=Remove Type=NetworkPoliciesResponse,10.00000000,a,b,c
sensor_event_queue,Operation=Remove Type=NetworkPolicy,375.00000000,a,b,c
sensor_event_queue,Operation=Remove Type=Node,3.00000000,a,b,c
sensor_event_queue,Operation=Remove Type=Pod,1427.00000000,a,b,c
sensor_event_queue,Operation=Remove Type=ProcessIndicator,2019.00000000,a,b,c
sensor_event_queue,Operation=Remove Type=ProcessListeningOnPortUpdate,44.00000000,a,b,c
sensor_event_queue,Operation=Remove Type=Role,152.00000000,a,b,c
sensor_event_queue,Operation=Remove Type=ScrapeUpdate,72.00000000,a,b,c
sensor_event_queue,Operation=Remove Type=Secret,179.00000000,a,b,c
sensor_event_queue,Operation=Remove Type=ServiceAccount,123.00000000,a,b,c
sensor_event_queue,Operation=Remove Type=TelemetryDataResponse,174.00000000,a,b,c
signature_verification_reprocessor_duration_seconds,,0.00331657,a,b,c
total_network_endpoints_received_counter,ClusterID=d0526792-67ad-448c-adf6-9a5ca731644e,178.00000000,a,b,c
total_network_flows_central_received_counter,ClusterID=d0526792-67ad-448c-adf6-9a5ca731644e,592.00000000,a,b,c
uptime_seconds,,3920.00088231,a,b,c
